subscription_id,user_id,subscription_date,subscription_cancel_date
4066,5034,2024-09-19,2024-12-01
4067,5034,2024-12-05,2024-12-27
4068,5035,2022-02-26,
4069,5036,2021-12-25,2023-01-22
4070,5038,2013-12-04,2015-03-02
4071,5039,2018-06-28,2019-10-06
4072,5042,2022-07-16,
4073,5043,2018-11-21,2024-04-14
4074,5043,2024-08-10,
4075,5044,2024-09-06,
4076,5045,2019-12-07,
4077,5046,2023-11-18,2024-06-07
4078,5046,2024-09-30,
4079,5047,2021-09-29,2023-09-23
4080,5047,2024-08-30,
4081,5048,2024-06-02,
4082,5049,2020-07-24,
4083,5051,2024-03-11,2024-03-15
4084,5052,2020-02-22,
4085,5053,2019-11-29,
4086,5055,2022-09-25,2023-06-08
4087,5056,2019-10-26,2021-04-01
4088,5057,2023-03-03,2024-12-05
4089,5058,2017-12-20,
4090,5060,2019-01-04,2020-08-23
4091,5061,2020-11-11,
4092,5063,2018-02-23,2024-07-03
4093,5065,2024-11-01,
4094,5068,2024-02-06,2024-12-27
4095,5069,2024-10-07,
4096,5073,2024-12-30,
4097,5074,2015-10-19,2024-06-28
4098,5076,2019-09-14,
4099,5077,2024-09-02,
4100,5080,2019-12-07,2024-10-08
4101,5081,2023-10-29,
4102,5082,2024-04-23,
4103,5083,2019-09-06,
4104,5084,2022-06-08,
4105,5085,2024-11-01,
4106,5086,2023-10-07,2024-10-21
4107,5086,2024-10-24,2024-11-06
4108,5088,2021-09-12,
4109,5089,2017-02-12,
4110,5093,2016-08-21,2023-03-18
4111,5095,2011-06-07,2024-04-27
4112,5096,2021-05-03,2022-01-05
4113,5096,2022-07-21,2022-09-19
4114,5099,2024-09-17,2024-10-30
4115,5100,2021-12-13,2022-08-11
4116,5101,2024-07-12,2024-07-25
4117,5102,2023-11-02,
4118,5103,2023-08-28,
4119,5104,2024-01-04,
4120,5105,2023-06-26,
4121,5106,2019-10-20,2022-02-13
4122,5107,2024-07-24,2024-10-08
4123,5108,2016-07-22,
4124,5109,2020-08-22,
4125,5110,2021-09-27,2021-12-24
4126,5112,2022-11-01,2023-03-30
4127,5113,2024-05-16,
4128,5114,2019-05-27,2023-06-12
4129,5115,2022-03-24,
4130,5116,2021-07-02,2022-05-30
4131,5116,2023-06-17,
4132,5117,2022-01-03,
4133,5119,2021-08-19,
4134,5120,2024-04-12,2024-06-19
4135,5122,2024-09-02,2024-11-02
4136,5123,2021-12-21,2022-11-24
4137,5124,2020-04-29,
4138,5125,2024-04-16,
4139,5126,2017-06-13,2019-10-24
4140,5126,2020-12-24,2021-07-30
4141,5127,2021-03-26,2023-09-25
4142,5130,2017-04-09,
4143,5131,2015-08-13,2021-02-10
4144,5133,2013-04-04,2022-11-15
4145,5134,2021-07-04,
4146,5136,2017-04-26,
4147,5137,2018-10-20,2023-05-28
4148,5139,2023-12-02,2024-06-07
4149,5139,2024-09-22,2024-10-07
4150,5141,2021-02-04,
4151,5142,2013-11-24,
4152,5143,2023-01-07,
4153,5144,2023-11-15,
4154,5145,2024-02-03,
4155,5146,2014-09-20,2019-12-02
4156,5147,2022-04-29,2022-10-22
4157,5148,2020-04-18,2024-08-14
4158,5150,2021-03-17,
4159,5151,2019-08-14,2021-07-22
4160,5152,2023-06-23,2023-10-05
4161,5153,2023-12-10,2024-11-06
4162,5155,2013-10-08,
4163,5156,2019-12-23,
4164,5157,2017-06-20,
4165,5158,2024-12-17,2024-12-21
4166,5161,2013-11-18,
4167,5162,2023-12-29,2024-06-25
4168,5164,2015-01-23,
4169,5165,2014-02-14,
4170,5166,2023-07-28,2024-02-28
4171,5166,2024-05-30,2024-08-24
4172,5167,2023-11-02,2024-06-20
4173,5168,2022-04-07,
4174,5169,2018-03-08,
4175,5170,2020-07-31,2021-12-15
4176,5171,2024-10-18,
4177,5172,2012-11-15,
4178,5173,2024-02-16,
4179,5175,2023-06-09,2023-12-28
4180,5176,2018-08-04,
4181,5177,2022-11-03,
4182,5178,2021-05-06,
4183,5179,2017-04-21,2021-05-31
4184,5181,2020-10-30,
4185,5186,2024-05-15,
4186,5188,2020-06-25,
4187,5190,2016-08-13,
4188,5191,2022-05-31,2023-05-09
4189,5192,2023-04-24,
4190,5193,2019-07-13,
4191,5195,2023-06-23,
4192,5197,2023-10-01,
4193,5198,2024-07-14,2024-08-14
4194,5198,2024-10-13,2024-12-20
4195,5199,2014-04-21,
4196,5201,2024-01-10,2024-05-12
4197,5201,2024-12-05,2024-12-20
4198,5202,2024-03-22,2024-10-20
4199,5203,2023-05-08,2024-01-16
4200,5204,2016-09-09,
4201,5205,2021-09-12,
4202,5206,2022-02-13,
4203,5208,2024-08-21,
4204,5209,2021-03-18,
4205,5211,2016-03-17,2018-06-18
4206,5211,2024-05-22,
4207,5212,2022-09-28,2024-03-27
4208,5213,2024-07-14,
4209,5214,2023-11-26,2024-11-05
4210,5216,2023-01-07,
4211,5218,2022-08-18,2023-05-17
4212,5219,2022-05-23,2022-12-09
4213,5220,2021-01-29,
4214,5222,2021-07-02,2024-09-05
4215,5223,2016-12-01,2024-03-27
4216,5224,2015-10-13,
4217,5225,2022-01-30,
4218,5226,2021-08-05,2021-08-06
4219,5228,2011-10-07,2023-06-20
4220,5229,2021-12-02,
4221,5230,2014-07-31,2021-01-27
4222,5230,2023-09-01,2024-12-01
4223,5232,2018-09-27,2020-01-26
4224,5232,2023-12-14,2024-11-10
4225,5233,2017-01-05,2022-06-17
4226,5234,2023-02-20,
4227,5235,2020-04-08,
4228,5236,2023-07-18,
4229,5237,2020-01-18,2020-08-14
4230,5237,2023-07-07,2024-04-02
4231,5237,2024-04-16,2024-11-08
4232,5238,2024-08-12,2024-11-07
4233,5239,2020-07-06,
4234,5241,2022-05-15,2023-07-20
4235,5242,2016-05-25,2018-12-05
4236,5244,2024-09-17,2024-10-22
4237,5245,2019-07-27,
4238,5246,2022-05-08,
4239,5248,2020-01-30,2021-11-18
4240,5248,2022-05-22,
4241,5249,2021-08-20,2023-11-15
4242,5250,2018-03-29,
4243,5251,2024-09-18,2024-12-05
4244,5254,2012-09-26,
4245,5256,2020-01-01,2020-08-18
4246,5257,2019-11-29,2022-03-26
4247,5258,2023-05-09,
4248,5259,2024-06-25,
4249,5260,2024-05-20,2024-09-15
4250,5261,2023-07-06,2024-07-06
4251,5262,2024-10-02,2024-10-13
4252,5262,2024-12-05,
4253,5263,2023-11-01,2024-07-27
4254,5264,2019-10-27,
4255,5265,2019-04-02,
4256,5267,2020-12-08,
4257,5268,2021-09-17,
4258,5269,2012-12-20,2022-12-18
4259,5270,2014-02-09,
4260,5271,2023-06-13,
4261,5272,2011-11-05,
4262,5273,2021-10-16,
4263,5274,2024-02-20,2024-11-21
4264,5275,2015-09-16,
4265,5276,2018-04-18,2021-06-30
4266,5276,2022-09-04,2023-10-11
4267,5277,2024-03-09,
4268,5278,2016-11-06,
4269,5279,2013-08-14,
4270,5280,2023-06-06,
4271,5281,2023-12-10,
4272,5284,2022-08-01,2023-03-30
4273,5288,2024-07-09,2024-12-23
4274,5289,2021-01-19,
4275,5290,2020-07-28,2021-10-22
4276,5290,2023-12-29,2024-08-20
4277,5291,2012-03-31,
4278,5293,2017-07-28,2020-05-07
4279,5294,2019-05-21,2021-12-26
4280,5295,2016-01-03,
4281,5296,2020-04-19,
4282,5297,2021-01-18,2023-12-26
4283,5299,2023-02-28,
4284,5300,2021-12-30,2022-05-04
4285,5300,2024-03-18,2024-09-17
4286,5302,2021-08-22,
4287,5303,2017-09-24,2020-01-26
4288,5304,2024-05-07,2024-10-03
4289,5305,2021-08-08,2021-10-06
4290,5305,2022-10-01,2023-08-28
4291,5305,2024-01-14,
4292,5307,2023-04-23,
4293,5308,2020-03-22,2024-03-13
4294,5309,2021-09-22,2022-05-09
4295,5309,2023-05-08,2023-05-15
4296,5311,2022-09-18,
4297,5318,2024-04-09,
4298,5319,2020-08-05,2020-09-21
4299,5319,2023-04-18,2024-02-16
4300,5319,2024-07-18,2024-08-29
4301,5320,2021-01-09,2024-01-14
4302,5321,2016-07-11,2024-06-19
4303,5321,2024-12-04,2024-12-28
4304,5321,2024-12-28,
4305,5322,2018-02-28,2018-12-04
4306,5322,2024-12-29,
4307,5323,2017-03-07,2018-10-08
4308,5324,2017-02-21,2018-01-29
4309,5325,2020-05-04,2021-08-11
4310,5325,2022-11-06,
4311,5326,2022-01-09,2023-11-10
4312,5327,2024-12-23,
4313,5328,2020-12-13,
4314,5330,2024-07-13,2024-12-30
4315,5331,2024-07-25,2024-08-29
4316,5332,2016-07-05,
4317,5334,2016-04-03,2022-06-20
4318,5337,2011-12-27,
4319,5338,2022-10-25,2024-03-21
4320,5339,2021-05-15,
4321,5342,2020-09-23,
4322,5344,2022-12-02,
4323,5345,2024-06-17,
4324,5346,2023-04-11,
4325,5347,2023-05-19,2024-07-29
4326,5348,2021-03-01,
4327,5349,2024-07-06,
4328,5350,2024-02-27,2024-08-10
4329,5350,2024-09-12,2024-10-27
4330,5351,2020-02-13,2023-11-07
4331,5352,2023-04-06,2023-04-29
4332,5352,2024-12-15,2024-12-20
4333,5354,2021-05-03,
4334,5356,2022-02-15,
4335,5358,2020-12-20,
4336,5359,2016-05-17,
4337,5360,2024-08-07,2024-11-01
4338,5362,2024-12-10,
4339,5363,2017-07-25,2023-05-08
4340,5364,2021-11-13,
4341,5365,2022-02-17,2023-08-11
4342,5365,2024-10-11,
4343,5366,2022-08-11,2023-08-22
4344,5368,2022-08-06,2023-01-03
4345,5369,2023-11-11,
4346,5370,2020-05-25,2021-01-13
4347,5371,2019-06-16,2020-03-10
4348,5371,2020-06-06,2021-12-21
4349,5372,2024-06-10,2024-06-22
4350,5372,2024-10-15,2024-12-19
4351,5373,2024-07-01,2024-07-20
4352,5373,2024-09-22,2024-10-12
4353,5374,2023-11-14,2024-11-12
4354,5375,2017-03-26,2017-12-27
4355,5376,2024-10-24,2024-11-26
4356,5376,2024-12-15,
4357,5377,2015-04-21,2019-06-30
4358,5378,2024-10-21,
4359,5380,2023-12-12,2024-03-08
4360,5381,2020-09-09,
4361,5384,2017-12-18,
4362,5385,2017-07-29,2020-05-26
4363,5386,2024-03-27,
4364,5388,2023-11-10,
4365,5389,2023-04-16,
4366,5391,2020-09-04,2022-07-04
4367,5392,2023-12-27,2024-05-25
4368,5393,2014-10-28,2017-06-23
4369,5394,2024-04-24,
4370,5395,2019-09-21,
4371,5396,2022-08-13,2023-08-03
4372,5396,2024-01-05,2024-03-02
4373,5396,2024-11-25,
4374,5397,2024-01-27,
4375,5399,2024-06-16,2024-11-24
4376,5399,2024-12-27,2024-12-29
4377,5399,2024-12-31,2024-12-31
4378,5400,2022-03-15,2023-12-14
4379,5403,2024-07-28,
4380,5404,2024-11-27,
4381,5406,2023-08-12,2023-10-08
4382,5406,2024-10-02,
4383,5407,2016-12-05,2023-10-30
4384,5407,2024-02-22,2024-03-07
4385,5408,2018-02-23,
4386,5410,2021-10-24,2024-05-29
4387,5411,2017-01-13,
4388,5412,2022-11-04,
4389,5413,2020-11-12,
4390,5414,2022-06-25,2024-05-12
4391,5414,2024-06-08,
4392,5415,2017-03-21,
4393,5418,2024-05-21,
4394,5419,2018-08-26,
4395,5420,2019-02-15,2024-10-03
4396,5421,2023-11-05,
4397,5423,2024-03-09,
4398,5424,2021-10-15,2023-04-05
4399,5425,2021-10-29,
4400,5426,2024-06-03,2024-11-19
4401,5426,2024-12-22,
4402,5427,2019-04-21,2019-04-30
4403,5428,2024-01-18,
4404,5430,2024-10-30,
4405,5431,2021-11-06,
4406,5433,2024-04-14,
4407,5434,2016-07-24,
4408,5435,2024-02-29,2024-03-01
4409,5435,2024-09-01,
4410,5436,2018-08-30,
4411,5437,2020-04-15,
4412,5438,2019-11-20,2024-02-01
4413,5439,2020-11-22,2024-05-18
4414,5441,2023-11-29,
4415,5443,2022-02-02,
4416,5444,2023-08-26,
4417,5446,2019-11-07,2024-05-21
4418,5448,2023-05-27,2024-04-27
4419,5450,2024-03-21,2024-04-19
4420,5451,2018-05-13,
4421,5452,2021-10-25,
4422,5454,2021-03-11,2023-12-13
4423,5456,2016-08-14,2022-02-05
4424,5457,2021-10-13,
4425,5458,2024-02-05,
4426,5459,2014-11-08,
4427,5460,2016-10-12,
4428,5461,2019-04-02,
4429,5463,2023-06-06,
4430,5464,2020-01-23,
4431,5465,2024-09-16,
4432,5466,2024-01-05,2024-02-29
4433,5468,2020-01-21,
4434,5469,2013-03-07,
4435,5471,2016-07-22,
4436,5472,2023-11-12,
4437,5473,2023-04-29,
4438,5476,2023-06-22,2023-12-18
4439,5477,2018-02-18,2018-09-25
4440,5477,2021-02-12,2024-06-25
4441,5479,2020-04-27,2023-07-06
4442,5480,2014-05-13,2014-10-28
4443,5481,2015-03-08,2019-01-24
4444,5482,2024-09-08,2024-09-22
4445,5483,2021-11-18,2022-06-23
4446,5483,2023-01-17,2024-01-01
4447,5485,2019-04-28,2022-03-16
4448,5487,2024-05-02,2024-07-30
4449,5487,2024-10-30,2024-11-22
4450,5488,2021-01-16,
4451,5489,2024-09-28,2024-12-10
4452,5489,2024-12-19,
4453,5490,2023-05-25,
4454,5491,2024-11-26,
4455,5495,2022-07-07,
4456,5496,2016-01-10,2017-01-15
4457,5497,2024-08-14,2024-09-05
4458,5497,2024-11-08,
4459,5498,2021-08-15,2024-01-04
4460,5498,2024-05-24,2024-12-26
4461,5498,2024-12-29,2024-12-31
4462,5499,2023-11-15,2023-12-27
4463,5500,2024-10-29,
4464,5501,2024-09-01,2024-09-09
4465,5502,2019-05-16,2024-05-07
4466,5503,2021-03-17,2023-12-19
4467,5504,2020-05-30,
4468,5505,2021-10-03,2021-10-10
4469,5505,2023-08-03,2023-12-08
4470,5506,2024-05-21,
4471,5507,2023-04-29,2023-06-16
4472,5507,2024-01-22,2024-11-07
4473,5510,2023-09-15,2024-05-31
4474,5511,2019-10-10,2024-10-16
4475,5512,2012-08-23,
4476,5514,2018-03-22,2019-01-04
4477,5515,2024-01-26,2024-02-15
4478,5517,2019-06-17,2020-03-21
4479,5518,2023-11-19,2024-06-14
4480,5519,2019-06-23,
4481,5521,2015-08-25,
4482,5522,2017-12-27,
4483,5523,2019-01-19,
4484,5524,2023-05-14,2023-07-31
4485,5525,2024-11-10,
4486,5526,2019-11-14,2022-02-15
4487,5527,2022-04-19,2024-09-12
4488,5527,2024-12-07,
4489,5528,2023-09-25,
4490,5529,2013-10-13,2023-09-15
4491,5530,2023-07-06,
4492,5531,2019-05-06,2022-03-04
4493,5532,2022-12-20,2024-05-05
4494,5534,2023-09-26,2024-03-08
4495,5534,2024-03-27,2024-04-26
4496,5534,2024-08-13,2024-09-17
4497,5535,2016-01-06,
4498,5536,2024-12-02,
4499,5538,2011-10-18,2020-04-07
4500,5538,2024-08-23,
4501,5539,2013-07-09,2021-03-13
4502,5540,2023-08-12,2024-10-19
4503,5541,2016-12-26,
4504,5542,2024-07-31,
4505,5543,2023-06-19,2024-10-03
4506,5544,2022-05-15,
4507,5545,2017-09-18,2021-11-17
4508,5546,2018-08-19,2019-11-21
4509,5546,2024-08-14,2024-09-14
4510,5547,2022-03-07,
4511,5548,2024-06-22,
4512,5550,2022-06-16,2023-05-03
4513,5550,2023-10-23,
4514,5551,2023-02-04,
4515,5552,2011-12-14,
4516,5553,2022-09-17,
4517,5555,2022-12-07,2023-12-09
4518,5556,2015-05-24,2023-04-17
4519,5558,2020-09-09,
4520,5559,2021-05-07,2022-12-03
4521,5560,2023-02-09,
4522,5561,2021-06-16,2021-09-03
4523,5562,2019-04-25,
4524,5563,2021-04-27,
4525,5564,2019-06-16,
4526,5565,2018-06-26,
4527,5569,2024-03-18,2024-11-23
4528,5572,2020-01-26,
4529,5574,2024-03-04,2024-11-27
4530,5575,2023-06-18,2024-08-14
4531,5576,2022-09-27,
4532,5578,2020-06-26,
4533,5580,2023-05-14,2024-04-08
4534,5581,2024-02-22,2024-04-09
4535,5582,2023-11-10,
4536,5584,2024-10-29,2024-12-17
4537,5590,2024-09-16,
4538,5592,2023-03-18,
4539,5593,2017-12-19,
4540,5594,2022-01-10,
4541,5595,2020-05-15,2023-06-21
4542,5596,2020-12-28,2021-09-07
4543,5597,2023-03-19,
4544,5599,2021-07-26,2024-06-10
4545,5600,2023-03-25,2023-08-29
4546,5601,2020-03-11,
4547,5602,2014-10-17,
4548,5603,2018-02-04,
4549,5605,2022-09-16,
4550,5606,2023-11-17,
4551,5608,2022-08-23,
4552,5610,2018-02-14,2022-12-10
4553,5613,2018-05-01,2024-07-03
4554,5615,2017-12-21,2024-11-25
4555,5616,2023-01-11,
4556,5617,2011-06-17,
4557,5618,2017-04-07,
4558,5622,2023-03-09,
4559,5623,2024-01-26,
4560,5624,2024-02-17,
4561,5625,2023-04-05,
4562,5628,2021-06-25,2023-03-07
4563,5629,2021-12-30,2024-03-16
4564,5630,2024-07-29,
4565,5631,2024-07-09,
4566,5633,2021-07-26,
4567,5635,2015-09-19,
4568,5636,2022-05-15,
4569,5637,2024-11-02,2024-11-15
4570,5638,2017-11-17,
4571,5639,2021-12-18,
4572,5640,2024-01-07,
4573,5641,2024-06-29,
4574,5642,2024-02-15,2024-08-18
4575,5643,2024-04-24,
4576,5644,2023-08-07,
4577,5645,2019-08-29,2024-04-30
4578,5647,2024-11-22,2024-12-24
4579,5648,2018-04-24,
4580,5649,2023-06-04,2024-10-23
4581,5651,2022-02-14,2022-10-16
4582,5651,2023-02-18,
4583,5655,2018-04-16,2021-03-26
4584,5658,2024-01-06,2024-06-07
4585,5659,2022-08-20,
4586,5660,2024-10-30,
4587,5663,2018-08-12,
4588,5664,2020-06-11,2020-06-13
4589,5667,2023-02-17,2024-06-04
4590,5669,2022-02-23,
4591,5671,2011-08-16,2021-02-09
4592,5671,2023-03-28,
4593,5672,2023-07-23,2024-01-14
4594,5673,2021-12-08,
4595,5674,2019-09-12,2023-06-06
4596,5675,2020-03-24,2024-04-08
4597,5675,2024-10-03,2024-10-17
4598,5676,2024-10-22,
4599,5678,2021-10-12,2024-01-02
4600,5678,2024-12-08,
4601,5680,2015-09-09,
4602,5681,2015-01-30,2018-09-08
4603,5682,2015-09-19,
4604,5685,2020-01-22,
4605,5686,2023-02-06,2024-08-07
4606,5687,2023-01-21,
4607,5689,2020-02-02,
4608,5691,2017-08-29,2020-03-05
4609,5692,2024-12-02,2024-12-18
4610,5693,2018-03-27,
4611,5694,2021-05-31,2024-06-01
4612,5694,2024-12-31,2024-12-31
4613,5695,2022-12-30,
4614,5698,2024-01-19,
4615,5699,2016-01-05,
4616,5700,2022-09-08,
4617,5701,2023-07-28,2024-02-18
4618,5703,2020-09-21,2023-07-02
4619,5703,2023-07-07,
4620,5705,2019-08-24,2022-11-14
4621,5706,2021-11-18,
4622,5707,2022-04-14,2022-10-23
4623,5707,2023-06-19,
4624,5709,2023-06-06,2024-01-15
4625,5710,2024-07-18,2024-11-16
4626,5711,2023-07-19,
4627,5712,2017-02-02,2017-12-09
4628,5713,2019-03-14,2024-06-10
4629,5714,2021-06-04,2021-12-15
4630,5715,2023-06-26,
4631,5716,2016-12-12,
4632,5718,2023-09-21,
4633,5719,2019-01-25,2021-04-22
4634,5720,2023-01-12,2023-01-22
4635,5723,2021-09-19,2022-09-02
4636,5725,2022-10-15,
4637,5726,2018-11-30,
4638,5727,2024-08-27,2024-09-02
4639,5727,2024-11-11,
4640,5730,2021-03-31,2024-12-11
4641,5731,2022-04-01,
4642,5733,2023-10-06,
4643,5736,2021-08-29,2021-12-02
4644,5736,2022-11-26,2024-08-27
4645,5737,2020-07-15,
4646,5738,2022-11-21,2024-09-28
4647,5741,2016-05-21,2022-01-17
4648,5741,2022-03-28,2023-02-10
4649,5742,2023-08-06,2024-03-09
4650,5742,2024-12-05,
4651,5744,2017-09-17,
4652,5746,2018-05-05,
4653,5747,2022-06-23,2022-10-09
4654,5749,2020-12-04,
4655,5750,2016-03-04,2019-09-11
4656,5753,2024-02-10,
4657,5754,2021-08-11,
4658,5755,2020-10-10,2023-12-13
4659,5755,2024-07-20,2024-12-15
4660,5757,2018-11-22,
4661,5759,2020-03-16,2023-04-29
4662,5762,2023-12-21,2024-11-23
4663,5762,2024-11-25,2024-12-21
4664,5763,2022-03-23,2024-08-08
4665,5765,2023-12-28,2024-12-11
4666,5767,2020-06-29,
4667,5769,2019-08-20,2021-03-27
4668,5769,2023-02-19,2023-03-29
4669,5770,2023-09-14,2024-02-16
4670,5770,2024-08-21,
4671,5771,2023-08-14,
4672,5775,2012-05-29,
4673,5776,2021-12-25,
4674,5777,2023-10-02,2024-03-29
4675,5780,2024-05-30,2024-06-18
4676,5780,2024-12-24,
4677,5782,2021-04-18,2024-03-09
4678,5782,2024-10-22,2024-10-31
4679,5784,2017-05-18,2018-08-29
4680,5787,2024-07-29,
4681,5788,2016-07-24,
4682,5789,2016-07-06,
4683,5790,2023-10-09,
4684,5791,2024-09-23,2024-12-02
4685,5793,2021-10-04,
4686,5794,2021-07-01,
4687,5795,2022-11-15,
4688,5796,2014-11-30,
4689,5798,2020-09-14,2021-04-04
4690,5800,2014-06-21,
4691,5801,2024-01-06,
4692,5803,2023-10-24,
4693,5804,2022-06-06,2023-10-29
4694,5805,2024-11-29,
4695,5806,2017-09-07,
4696,5807,2023-01-09,
4697,5808,2018-01-13,
4698,5809,2020-02-01,
4699,5810,2024-01-18,2024-08-15
4700,5811,2018-09-29,2023-04-01
4701,5811,2024-09-20,2024-10-24
4702,5813,2017-11-19,
4703,5814,2017-08-29,2020-03-30
4704,5815,2022-11-07,2024-03-19
4705,5816,2014-08-14,
4706,5817,2014-10-25,
4707,5818,2023-08-20,2024-01-04
4708,5819,2018-06-07,2022-11-30
4709,5821,2022-08-20,
4710,5822,2022-02-20,
4711,5826,2022-08-16,2024-04-30
4712,5829,2023-10-19,
4713,5830,2021-11-03,2024-12-27
4714,5831,2024-02-16,
4715,5832,2019-06-25,2019-08-29
4716,5834,2015-06-02,
4717,5837,2024-05-27,
4718,5838,2024-08-27,
4719,5841,2024-09-16,2024-12-09
4720,5842,2016-05-23,
4721,5843,2024-11-12,
4722,5844,2021-12-28,
4723,5845,2024-05-18,
4724,5847,2013-10-09,
4725,5848,2024-03-02,2024-10-08
4726,5849,2024-02-14,2024-12-06
4727,5850,2023-06-04,2024-01-29
4728,5854,2024-12-11,2024-12-22
4729,5854,2024-12-26,2024-12-31
4730,5856,2017-12-27,
4731,5857,2019-01-22,2022-07-18
4732,5858,2018-02-05,
4733,5862,2022-12-31,
4734,5863,2023-01-10,
4735,5867,2015-06-02,
4736,5869,2024-08-27,
4737,5870,2024-05-29,
4738,5871,2020-07-17,2020-12-17
4739,5871,2022-07-07,
4740,5872,2018-06-15,2022-06-20
4741,5873,2021-08-05,
4742,5874,2017-02-12,2023-11-15
4743,5874,2024-06-01,
4744,5876,2024-10-09,
4745,5877,2023-10-16,
4746,5878,2022-09-23,2023-09-08
4747,5878,2024-07-05,
4748,5879,2019-05-06,
4749,5880,2017-08-31,
4750,5881,2022-04-26,2024-09-23
4751,5882,2024-04-12,2024-12-21
4752,5882,2024-12-26,2024-12-30
4753,5882,2024-12-31,
4754,5883,2021-06-30,
4755,5884,2024-04-26,2024-12-19
4756,5884,2024-12-27,2024-12-28
4757,5885,2020-04-04,
4758,5886,2020-07-30,2024-08-28
4759,5886,2024-10-03,2024-12-31
4760,5887,2024-01-29,
4761,5888,2019-12-28,
4762,5889,2017-05-02,2023-08-06
4763,5891,2024-04-29,2024-09-04
4764,5892,2023-05-12,2024-05-08
4765,5892,2024-10-14,
4766,5893,2021-12-20,
4767,5894,2019-06-15,
4768,5895,2022-12-29,2023-03-30
4769,5896,2012-05-05,
4770,5897,2022-06-28,
4771,5898,2021-06-07,2022-10-30
4772,5900,2018-04-09,
4773,5901,2023-04-15,2024-07-17
4774,5901,2024-09-10,2024-09-25
4775,5902,2019-09-14,
4776,5903,2020-02-16,
4777,5904,2022-07-05,2024-05-21
4778,5904,2024-12-15,2024-12-18
4779,5904,2024-12-24,2024-12-31
4780,5905,2019-08-21,
4781,5906,2021-07-10,2022-03-07
4782,5906,2024-10-22,
4783,5907,2020-04-06,
4784,5908,2023-06-12,
4785,5910,2022-06-01,
4786,5912,2024-11-10,2024-12-14
4787,5913,2021-02-03,
4788,5914,2024-10-27,
4789,5915,2024-04-14,
4790,5916,2021-10-14,2024-06-06
4791,5918,2023-02-16,2024-06-18
4792,5920,2024-11-27,2024-12-04
4793,5920,2024-12-08,
4794,5921,2021-04-21,
4795,5922,2013-07-20,2016-04-21
4796,5923,2024-08-15,2024-08-28
4797,5924,2024-01-30,
4798,5927,2024-10-05,2024-12-30
4799,5927,2024-12-30,2024-12-30
4800,5931,2023-05-13,
4801,5932,2013-07-07,
4802,5934,2017-05-26,2022-05-04
4803,5934,2023-12-15,
4804,5935,2021-05-08,2021-07-20
4805,5936,2024-10-13,2024-12-24
4806,5936,2024-12-30,2024-12-31
4807,5936,2024-12-31,2024-12-31
4808,5937,2021-11-14,2024-10-16
4809,5938,2024-02-01,
4810,5939,2016-04-07,
4811,5940,2019-09-05,
4812,5941,2018-05-23,2022-12-08
4813,5943,2020-05-04,2024-03-10
4814,5944,2021-09-17,2023-10-17
4815,5945,2015-11-15,
4816,5948,2021-07-18,
4817,5949,2024-08-04,2024-10-21
4818,5949,2024-12-07,2024-12-31
4819,5949,2024-12-31,2024-12-31
4820,5950,2015-10-12,2024-08-29
4821,5950,2024-12-19,
4822,5952,2023-06-15,
4823,5953,2021-08-16,2023-11-22
4824,5955,2023-12-02,
4825,5956,2018-09-03,
4826,5957,2020-11-19,
4827,5959,2024-06-30,2024-11-01
4828,5959,2024-12-27,2024-12-28
4829,5960,2015-11-05,
4830,5961,2020-03-20,
4831,5962,2016-06-24,2024-04-19
4832,5963,2017-01-14,
4833,5964,2024-12-29,
4834,5965,2015-10-12,
4835,5967,2023-06-03,2024-05-24
4836,5967,2024-06-24,
4837,5968,2020-11-30,2023-11-08
4838,5969,2024-12-19,
4839,5970,2019-04-08,2024-05-27
4840,5971,2020-06-28,2024-04-04
4841,5971,2024-08-21,
4842,5972,2020-02-09,2021-02-17
4843,5972,2021-11-24,
4844,5973,2022-11-08,2023-04-12
4845,5975,2019-04-09,
4846,5980,2021-12-22,2024-07-06
4847,5982,2024-05-06,2024-10-31
4848,5982,2024-11-05,2024-11-09
4849,5983,2023-06-21,2024-01-14
4850,5986,2021-02-18,2023-12-31
4851,5989,2024-09-12,2024-11-12
4852,5991,2021-08-28,2024-03-01
4853,5991,2024-12-18,
4854,5993,2023-03-02,2024-04-29
4855,5996,2023-04-26,2024-09-02
4856,5997,2023-12-10,2024-08-11
4857,5997,2024-12-10,
4858,5998,2020-11-10,2023-07-26
4859,6000,2019-09-21,
4860,6001,2024-09-03,2024-12-27
4861,6001,2024-12-27,
4862,6002,2016-03-30,
4863,6003,2017-08-23,2024-02-29
4864,6003,2024-11-22,2024-12-14
4865,6004,2022-08-06,2024-02-27
4866,6007,2024-02-10,2024-03-16
4867,6007,2024-06-18,2024-10-25
4868,6009,2021-09-03,
4869,6010,2024-02-16,2024-04-26
4870,6010,2024-05-07,2024-10-29
4871,6012,2017-07-25,
4872,6013,2024-05-25,
4873,6015,2021-04-28,2024-03-12
4874,6015,2024-11-06,2024-12-06
4875,6015,2024-12-20,
4876,6016,2024-12-16,
4877,6017,2021-09-24,2024-10-06
4878,6019,2012-07-01,2017-09-19
4879,6021,2020-08-19,
4880,6022,2014-12-21,
4881,6023,2024-01-15,2024-06-23
4882,6024,2021-11-17,2024-09-14
4883,6025,2024-05-22,
4884,6026,2023-07-13,2024-01-03
4885,6026,2024-06-04,
4886,6027,2016-09-19,2024-07-22
4887,6028,2022-06-28,2022-10-03
4888,6030,2018-09-03,
